texto_original,texto_limpio
¿Cuántos brasileños hay en España?,cuántos brasileños hay en españa
¿Qué experimentó el PIB de España en el penúltimo trimestre del año?,qué experimentó el pib de españa en el penúltimo trimestre del año
¿Cómo es la vertiente italiana?,cómo es la vertiente italiana
¿Cuál es la mayor operadora de rutas con peajes de España?,cuál es la mayor operadora de rutas con peajes de españa
¿Dónde jugaron Suiza y España?,dónde jugaron suiza y españa
¿Cómo fue atacada la representación diplomática danesa en Irán?,cómo fue atacada la representación diplomática danesa en irán
¿Cuál es el motivo de las amonestaciones estadounidenses?,cuál es el motivo de las amonestaciones estadounidenses
¿Quién homenajeó al presidente de Paraguay?,quién homenajeó al presidente de paraguay
¿Cómo quedaron Chile y México?,cómo quedaron chile y méxico
¿Qué implicó la neutralidad de España en la Primera Guerra Mundial?,qué implicó la neutralidad de españa en la primera guerra mundial
¿Cuántas personas forman parte del gabinete de seguridad israelí?,cuántas personas forman parte del gabinete de seguridad israelí
¿Por qué se suspendió la creación de un sistema público de educación estatal en Indiana?,por qué se suspendió la creación de un sistema público de educación estatal en indiana
¿Cómo veía Jose Antonio a España?,cómo veía jose antonio a españa
¿Qué podría llegar a ser China según la jefa de la diplomacia estadounidense?,qué podría llegar a ser china según la jefa de la diplomacia estadounidense
¿Qué cantidad de petróleo ha importado Corea del Norte desde Corea del Sur?,qué cantidad de petróleo ha importado corea del norte desde corea del sur
¿Qué porcentaje de niños de 0 a 3 años disfrutan de los servicios de asistencia públicos en Bélgica?,qué porcentaje de niños de 0 a 3 años disfrutan de los servicios de asistencia públicos en bélgica
¿Cuántos pilotos competirán el primer día del Gran Premio de Australia?,cuántos pilotos competirán el primer día del gran premio de australia
¿En qué posición se encuentra esta película dentro de la saga de Indiana Jones en términos cronológicos?,en qué posición se encuentra esta película dentro de la saga de indiana jones en términos cronológicos
¿Qué edad tiene el pinchadiscos?,qué edad tiene el pinchadiscos
¿Quién escribió The Conquest of Granada?,quién escribió the conquest of granada
¿Cuántos feminicidios diarios ocurren en México según la ONU?,cuántos feminicidios diarios ocurren en méxico según la onu
¿Cómo es el plan de estudios de la Facultad de Derecho de la Universidad de Chile?,cómo es el plan de estudios de la facultad de derecho de la universidad de chile
¿A quién se enfrentó Eslovenia en la fase previa?,a quién se enfrentó eslovenia en la fase previa
¿Dónde estaba el circuito?,dónde estaba el circuito
¿Qué puesto ocupa México en el ranking de países con más obesos?,qué puesto ocupa méxico en el ranking de países con más obesos
¿Quién preside Paraguay?,quién preside paraguay
¿Cómo ve el dirigente cubano los planes de Bush para su país?,cómo ve el dirigente cubano los planes de bush para su país
¿En qué momento Hungría empezó a conseguir soporte de Alemania e Italia?,en qué momento hungría empezó a conseguir soporte de alemania e italia
¿Qué porcentaje de la población se encuentra en situación de pobreza en El Salvador?,qué porcentaje de la población se encuentra en situación de pobreza en el salvador
¿Cuál es la profesión de Germán de Granada?,cuál es la profesión de germán de granada
¿En qué zona de Argentina se popularizó más el rodeo?,en qué zona de argentina se popularizó más el rodeo
¿Quién preside Austria?,quién preside austria
¿Cuándo será el encuentro entre Bolivia y Brasil?,cuándo será el encuentro entre bolivia y brasil
¿Con qué objetivo se trasladó Melito en 610 a Italia?,con qué objetivo se trasladó melito en 610 a italia
¿Cuándo se estableció México como una nación?,cuándo se estableció méxico como una nación
¿Cuántos videojuegos de The Legend of Zelda: Ocarina of Time se vendieron en Japón durante su primera semana a la venta?,cuántos videojuegos de the legend of zelda ocarina of time se vendieron en japón durante su primera semana a la venta
¿Quién fue el rival de España en el campo Moses Mabhida?,quién fue el rival de españa en el campo moses mabhida
¿Quién entrena la selección de Colombia?,quién entrena la selección de colombia
¿En cuántas ocasiones se reunió el mandatario con representantes de Portugal Telecom según el Gobierno?,en cuántas ocasiones se reunió el mandatario con representantes de portugal telecom según el gobierno
¿Dónde vivieron los Nigersaurus taqueti?,dónde vivieron los nigersaurus taqueti
¿Quién está al frente de Bolivia?,quién está al frente de bolivia
¿Quién era más popular en Alemania que Rommel?,quién era más popular en alemania que rommel
¿Quién dirige Colombia?,quién dirige colombia
¿Cuáles fueron las primeras influencias en la jardinería en España?,cuáles fueron las primeras influencias en la jardinería en españa
¿Cuál era el estamento más alto del Antiguo Régimen de España?,cuál era el estamento más alto del antiguo régimen de españa
¿Por qué los Nigersaurus no comían coníferas?,por qué los nigersaurus no comían coníferas
¿En qué período encontramos las primeras muestras de jardinería en España?,en qué período encontramos las primeras muestras de jardinería en españa
¿Por qué motivo se verá afectada la producción de café en Brasil?,por qué motivo se verá afectada la producción de café en brasil
¿Cuándo se presentará Chirac a las elecciones en Francia?,cuándo se presentará chirac a las elecciones en francia
¿Cómo es el prólogo del libro de Germán de Granada?,cómo es el prólogo del libro de germán de granada
¿Cuánto se embolsaron los luchadores?,cuánto se embolsaron los luchadores
¿Quién decretó la retirada de Rusia del FCE?,quién decretó la retirada de rusia del fce
¿Quién culpó al General Valdés de las carencias intelectuales en España?,quién culpó al general valdés de las carencias intelectuales en españa
¿En qué competición participó Paraguay?,en qué competición participó paraguay
¿Qué posición ocupa España en Iberoamérica?,qué posición ocupa españa en iberoamérica
¿Dónde ha hecho las declaraciones el presidente de Paraguay?,dónde ha hecho las declaraciones el presidente de paraguay
¿A qué compañía de coches se le acusa a China de espiar?,a qué compañía de coches se le acusa a china de espiar
¿Dónde trabaja el pinchadiscos?,dónde trabaja el pinchadiscos
¿Adónde va el ave cuando alcanza cierta edad?,adónde va el ave cuando alcanza cierta edad
¿Cuál fue el precio que pagaron los británicos a Alemania por los derechos de salvamento?,cuál fue el precio que pagaron los británicos a alemania por los derechos de salvamento
¿Quién es el dirigente de Colombia?,quién es el dirigente de colombia
¿Cómo quedaron Paraguay y Eslovaquia?,cómo quedaron paraguay y eslovaquia
¿Por qué ha cancelado Austria su participación?,por qué ha cancelado austria su participación
¿Qué organización fundó Venezuela?,qué organización fundó venezuela
¿En qué canal se transmitirán los documentales?,en qué canal se transmitirán los documentales
¿Cuál es el significado del nombre Nigersaurus?,cuál es el significado del nombre nigersaurus
¿Cuántas personas dejó marchar el Estado Islámico de Irak?,cuántas personas dejó marchar el estado islámico de irak
¿Por qué se inició el gótico en España?,por qué se inició el gótico en españa
¿Por qué en Canadá se habla inglés?,por qué en canadá se habla inglés
¿Qué países tienen mayor población que Argentina en Latinoamérica?,qué países tienen mayor población que argentina en latinoamérica
¿Quién es el jefe de Endesa España?,quién es el jefe de endesa españa
¿Cuántas naciones integran la Unión Europea?,cuántas naciones integran la unión europea
¿Quién ha salido como presidente de Perú?,quién ha salido como presidente de perú
¿Dónde pactaron el viernes Brasil y Argentina?,dónde pactaron el viernes brasil y argentina
¿Cuánto ocupó Brasil en el pabellón?,cuánto ocupó brasil en el pabellón
¿Cuánta gente vio el partido de Italia?,cuánta gente vio el partido de italia
¿Quién dirige japón?,quién dirige japón
¿Quién es el mandatario cubano?,quién es el mandatario cubano
¿Cuánto tiempo estuvo en el poder el gobierno conservador en Australia?,cuánto tiempo estuvo en el poder el gobierno conservador en australia
¿Por cuánto tiempo firmó Azerbaiyán un contrato con trece compañías petrolíferas en 1994?,por cuánto tiempo firmó azerbaiyán un contrato con trece compañías petrolíferas en 1994
¿Quién ha sido considerado como una de las instituciones que conforman la constitución histórica de Chile?,quién ha sido considerado como una de las instituciones que conforman la constitución histórica de chile
¿Quién impresiona a los medios italianos?,quién impresiona a los medios italianos
¿Cómo se llamaba el barco con el que Boyce se dirigió a Cuba durante la Guerra Hispano-Estadounidense de 1898?,cómo se llamaba el barco con el que boyce se dirigió a cuba durante la guerra hispanoestadounidense de 1898
"¿Cómo es la palabra ""león"" en distintas lenguas románicas?",cómo es la palabra león en distintas lenguas románicas
¿Cuántas notas de reserva añadirá Australia al TAC?,cuántas notas de reserva añadirá australia al tac
¿Qué país atacó Irak?,qué país atacó irak
"¿Cuál acabó siendo el papel de la virtud, la excelencia o la cualidad en las sociedades de Corea y Japón?",cuál acabó siendo el papel de la virtud la excelencia o la cualidad en las sociedades de corea y japón
¿Cómo denominan los nativos de Madagascar a la polilla crepuscular?,cómo denominan los nativos de madagascar a la polilla crepuscular
¿Qué se esgrime contra el gobierno brasileño?,qué se esgrime contra el gobierno brasileño
¿A quién rechaza Uruguay como presidente de Unasur?,a quién rechaza uruguay como presidente de unasur
¿Por qué dimitió el anterior presidente de la federación de fútbol de Alemania?,por qué dimitió el anterior presidente de la federación de fútbol de alemania
¿Cuándo se enfrentaron Suiza y Honduras?,cuándo se enfrentaron suiza y honduras
¿Quién es el dirigente de la República Dominicana?,quién es el dirigente de la república dominicana
¿Cuándo comenzó el conflicto en Kenia?,cuándo comenzó el conflicto en kenia
¿Quién dijo que hay que fortalecer la democracia paraguaya?,quién dijo que hay que fortalecer la democracia paraguaya
¿Qué pensaba Mariquiña respecto a lo que decía su padre?,qué pensaba mariquiña respecto a lo que decía su padre
¿Cuándo se registró un número de huracanes fuera de lo común en México?,cuándo se registró un número de huracanes fuera de lo común en méxico
