texto_original,texto_limpio
¿Cuándo comenzará la protesta de los profesores?,cuándo comenzará la protesta de los profesores
¿Qué proporción de profesores se unió a la protesta según el Colegio de Profesores?,qué proporción de profesores se unió a la protesta según el colegio de profesores
¿Qué examen ha sido aplazado en Chile?,qué examen ha sido aplazado en chile
¿Cuándo se entrevistaron Temer y Modi?,cuándo se entrevistaron temer y modi
¿Cuántos planes elaboró el programa Crescer?,cuántos planes elaboró el programa crescer
¿Dónde se encontraron Temer y Modi?,dónde se encontraron temer y modi
¿A qué se dedica Carlos Huertas?,a qué se dedica carlos huertas
¿En qué competición ha participado Carlos Huertas?,en qué competición ha participado carlos huertas
¿Dónde se celebrará el partido?,dónde se celebrará el partido
¿Cómo es el clima de Villahermosa?,cómo es el clima de villahermosa
¿Qué deporte es popular en Villahermosa?,qué deporte es popular en villahermosa
¿Quién prepara al equipo?,quién prepara al equipo
¿Cuándo se enfrentarán los equipos?,cuándo se enfrentarán los equipos
¿Cuándo se celebra el torneo eliminatorio?,cuándo se celebra el torneo eliminatorio
¿Adónde se desplazará el equipo venezolano?,adónde se desplazará el equipo venezolano
¿Cuántos jugadores componen el equipo venezolano?,cuántos jugadores componen el equipo venezolano
¿Cuál es la posición de Juan Arango?,cuál es la posición de juan arango
¿En qué otro equipo juega Juan Arango?,en qué otro equipo juega juan arango
¿Cuál es el balance provisional de víctimas?,cuál es el balance provisional de víctimas
¿Dónde se produjeron los hechos?,dónde se produjeron los hechos
¿Qué transportaban los camiones?,qué transportaban los camiones
¿Cómo fueron transportados los residuos?,cómo fueron transportados los residuos
¿De dónde procedían los residuos?,de dónde procedían los residuos
¿En qué ciudad podemos encontrar el Archivo General de Simancas?,en qué ciudad podemos encontrar el archivo general de simancas
¿De qué corona es archivo oficial el Archivo General de Simancas?,de qué corona es archivo oficial el archivo general de simancas
¿Quién fundó el Archivo General de Simancas?,quién fundó el archivo general de simancas
¿Dónde podría haber existido un archivo?,dónde podría haber existido un archivo
¿Quién podría haber intentado reunir documentos en un lugar preciso?,quién podría haber intentado reunir documentos en un lugar preciso
¿Quién podría haber destruido el archivo de Burgos?,quién podría haber destruido el archivo de burgos
¿Qué era el limes romanus?,qué era el limes romanus
¿Cómo se llamaba el dinero que acuñaban los boios?,cómo se llamaba el dinero que acuñaban los boios
¿Quién introdujo la viña a esta zona?,quién introdujo la viña a esta zona
¿Cuántos turistas pasaron una noche en Bratislava en 2006?,cuántos turistas pasaron una noche en bratislava en 2006
¿Cuántos de los turistas que se quedaron al menos una noche en Bratislava en 2006 eran foráneos?,cuántos de los turistas que se quedaron al menos una noche en bratislava en 2006 eran foráneos
¿De dónde eran originarios la mayor parte de los turistas forasteros que visitaron Bratislava en 2006?,de dónde eran originarios la mayor parte de los turistas forasteros que visitaron bratislava en 2006
¿Qué ministerio ha dejado Ocaña?,qué ministerio ha dejado ocaña
¿Quién será el nuevo ministro de salud argentino?,quién será el nuevo ministro de salud argentino
¿Qué sustancias dotan al mate de su capacidad antioxidante?,qué sustancias dotan al mate de su capacidad antioxidante
¿Cuánto reduce el colesterol LDL la ingesta de mate?,cuánto reduce el colesterol ldl la ingesta de mate
¿Quién llevó a cabo la investigación de las propiedades diuréticas del mate?,quién llevó a cabo la investigación de las propiedades diuréticas del mate
¿Qué fallos comete la película?,qué fallos comete la película
¿Quién interpreta a Gandalf?,quién interpreta a gandalf
¿Qué tiene una de las manzanas que tira Strider?,qué tiene una de las manzanas que tira strider
¿Cómo se llama la película?,cómo se llama la película
¿Dónde aparece el vehículo?,dónde aparece el vehículo
¿Quién ayuda a Frodo?,quién ayuda a frodo
¿Qué contempla Frodo?,qué contempla frodo
¿Qué mueve Aragorn para rescatar a Frodo?,qué mueve aragorn para rescatar a frodo
¿Dónde descansa Frodo?,dónde descansa frodo
¿Dónde sucede el enfrentamiento?,dónde sucede el enfrentamiento
¿Quién encabeza el bando oficialista?,quién encabeza el bando oficialista
¿Cuándo presentó Redrado un recurso de amparo?,cuándo presentó redrado un recurso de amparo
¿Cuándo fue convocado el Senado para discutir el destino de los fondos del Banco Central?,cuándo fue convocado el senado para discutir el destino de los fondos del banco central
¿Qué empresa es sospechosa de valerse del soborno para conseguir contratos públicos?,qué empresa es sospechosa de valerse del soborno para conseguir contratos públicos
¿Cuántos estados manifiestan su intención de indagar los hechos?,cuántos estados manifiestan su intención de indagar los hechos
¿A quién se sospecha que podría haber sobornado la contratista?,a quién se sospecha que podría haber sobornado la contratista
¿En qué año inició su carrera en solitario?,en qué año inició su carrera en solitario
¿Con qué estilos experimentó Young en 1980?,con qué estilos experimentó young en 1980
¿Qué grupo fundó Neil Young con Stephen Stills y Richie Furay?,qué grupo fundó neil young con stephen stills y richie furay
¿Qué día nació Neil Young?,qué día nació neil young
¿Qué enfermedad contrajo Young en 1951?,qué enfermedad contrajo young en 1951
¿Qué profesiones tenía el padre de Neil Young?,qué profesiones tenía el padre de neil young
¿Qué fundación fundó Young?,qué fundación fundó young
¿Qué programa anualmente Farm Aid?,qué programa anualmente farm aid
¿Para qué se usa el fondo de emergencia del Farm Aid?,para qué se usa el fondo de emergencia del farm aid
¿Qué región de Iraq sigue controlada por el ejército británico?,qué región de iraq sigue controlada por el ejército británico
¿Cuántos militares ingleses hay desplegados en Basora?,cuántos militares ingleses hay desplegados en basora
¿Dónde se ha producido la incursión militar?,dónde se ha producido la incursión militar
¿Quién ha llevado a cabo la ofensiva militar?,quién ha llevado a cabo la ofensiva militar
¿Cuál es el balance de víctimas en este asalto a la mezquita?,cuál es el balance de víctimas en este asalto a la mezquita
¿Cuántas personas siguen retenidas en el lugar de los hechos?,cuántas personas siguen retenidas en el lugar de los hechos
¿Dónde tiene lugar buena parte de la acción de Dragon Ball?,dónde tiene lugar buena parte de la acción de dragon ball
¿Quiénes viven en la parte de abajo de la esfera con la que presenta Toriyama el universo de Dragon Ball?,quiénes viven en la parte de abajo de la esfera con la que presenta toriyama el universo de dragon ball
¿Cómo se llaman los seres divinos que gobiernan los cuadrantes del reino de los vivos?,cómo se llaman los seres divinos que gobiernan los cuadrantes del reino de los vivos
¿Para qué se hace Freezer con los planetas?,para qué se hace freezer con los planetas
¿Cómo se define la raza de los saiyajin?,cómo se define la raza de los saiyajin
¿De dónde son originarios los saiyajin?,de dónde son originarios los saiyajin
¿Qué expresión tenían en los cuentos que explicaban?,qué expresión tenían en los cuentos que explicaban
¿De qué color es la circunferencia de la bandera nipona?,de qué color es la circunferencia de la bandera nipona
¿Cuándo ha llegado a la resolución la audiencia nipona?,cuándo ha llegado a la resolución la audiencia nipona
¿De dónde es originario Soichi Chibana?,de dónde es originario soichi chibana
¿Qué hizo Soichi Chibana con la insignia nipona?,qué hizo soichi chibana con la insignia nipona
¿Cuánta gente murió en Chibana?,cuánta gente murió en chibana
¿A qué se dedica Richard Macey?,a qué se dedica richard macey
¿Cómo se dice en inglés los Archivos Nacionales de los Estados Unidos?,cómo se dice en inglés los archivos nacionales de los estados unidos
¿Cuál era el público objetivo de Katsudō Shashin?,cuál era el público objetivo de katsudō shashin
¿Cuándo se proyectó la película propagandística Momotarō?,cuándo se proyectó la película propagandística momotarō
¿A quién se dirigían las películas mudas sin escrituras?,a quién se dirigían las películas mudas sin escrituras
¿Adónde se exportó la tecnología para la proyección de películas entre 1896 y 1897?,adónde se exportó la tecnología para la proyección de películas entre 1896 y 1897
¿Cuál fue el primer filme animado exhibido en Japón?,cuál fue el primer filme animado exhibido en japón
"¿Cómo se llama la ""película de juguete"" más antigua?","cómo se llama la ""película de juguete"" más antigua"
¿Cuál es la empresa editora del manga de Naruto?,cuál es la empresa editora del manga de naruto
¿A qué volumen desbancó el número 28 de Naruto como más leído de este manga según la lista de USA Today?,a qué volumen desbancó el número 28 de naruto como más leído de este manga según la lista de usa today
"¿En qué plataforma online fue ""Naruto"" uno de los diez términos más buscados a finales de la década de los 2000?","en qué plataforma online fue ""naruto"" uno de los diez términos más buscados a finales de la década de los 2000"
¿Cómo se denominan las historias de manga con un solo episodio?,cómo se denominan las historias de manga con un solo episodio
¿En qué publicación apareció Naruto por primera vez?,en qué publicación apareció naruto por primera vez
¿En qué obra trabajó Kishimoto antes de centrarse en Naruto?,en qué obra trabajó kishimoto antes de centrarse en naruto
¿Qué delito se atribuye a Marruecos según el testimonio de dos activistas?,qué delito se atribuye a marruecos según el testimonio de dos activistas
¿Dónde tienen lugar los graves hechos que se denuncian?,dónde tienen lugar los graves hechos que se denuncian
¿Cómo debería mostrarse el gobierno español según los activistas críticos con su postura?,cómo debería mostrarse el gobierno español según los activistas críticos con su postura
¿Qué cargo ocupa Brendan Rodgers?,qué cargo ocupa brendan rodgers
¿Para qué equipo trabaja Brendan Rodgers?,para qué equipo trabaja brendan rodgers
¿Cómo se abrevia Estados Unidos en inglés?,cómo se abrevia estados unidos en inglés
¿A qué se corresponden las siglas USA?,a qué se corresponden las siglas usa
¿Entre qué mares se sitúan los Estados Unidos de América?,entre qué mares se sitúan los estados unidos de américa
¿Quiénes son los encargados de hacer cumplir las leyes en EE. UU.?,quiénes son los encargados de hacer cumplir las leyes en ee uu
¿Cómo se denominan a los alguaciles?,cómo se denominan a los alguaciles
¿Cuál es la función de los tribunales estatales?,cuál es la función de los tribunales estatales
¿Cuáles son los pueblos nativos de EE. UU.?,cuáles son los pueblos nativos de ee uu
¿Cómo se define la amalgama de culturas que habitan EE. UU.?,cómo se define la amalgama de culturas que habitan ee uu
¿Cuál es la cultura común para la gran parte de los estadounidenses?,cuál es la cultura común para la gran parte de los estadounidenses
