texto_original,texto_limpio
"Después se vació en un manantial desatado, sintiendo que algo tumefacto y doloroso se había reventado en su interior.",después se vació en un manantial desatado sintiendo que algo tumefacto y doloroso se había reventado en su interior
"Ella esperó, rascándole la cabeza con la yema de los dedos, hasta que su cuerpo se desocupó de la materia oscura que no lo dejaba vivir.",ella esperó rascándole la cabeza con la yema de los dedos hasta que su cuerpo se desocupó de la materia oscura que no lo dejaba vivir
Entonces Daniel le preguntó: ¿Quién es? Y Samuel se lo dijo.,entonces daniel le preguntó quién es y samuel se lo dijo
Ella soltó la risa que en otro tiempo espantaba a las palomas y que ahora ni siquiera despertaba a los niños.,ella soltó la risa que en otro tiempo espantaba a las palomas y que ahora ni siquiera despertaba a los niños
"Tendrás que acabar de criaría, se burló.",tendrás que acabar de criaría se burló
Pero debajo de la burla encontró Enzo un remanso de comprensión.,pero debajo de la burla encontró enzo un remanso de comprensión
"Cuando abandonó el cuarto, dejando allí no sólo la incertidumbre de su virilidad sino también el peso amargo que durante tantos meses soportó en el corazón, Enrique le había hecho una promesa espontánea.",cuando abandonó el cuarto dejando allí no sólo la incertidumbre de su virilidad sino también el peso amargo que durante tantos meses soportó en el corazón enrique le había hecho una promesa espontánea
"Voy a hablar con la niña le dijo, y vas a ver que te la sirvo en bandeja.",voy a hablar con la niña le dijo y vas a ver que te la sirvo en bandeja
Cumplió.,cumplió
"Pero en un mal momento, porque la casa había perdido la paz de otros días.",pero en un mal momento porque la casa había perdido la paz de otros días
"Al descubrir la pasión de Julia, que no fue posible mantener en secreto a causa de sus gritos, Javier sufrió un acceso de calenturas.",al descubrir la pasión de julia que no fue posible mantener en secreto a causa de sus gritos javier sufrió un acceso de calenturas
También ella padecía la espina de un amor solitario.,también ella padecía la espina de un amor solitario
Encerrada en el baño se desahogaba del tormento de una pasión sin esperanzas escribiendo cartas febriles que se conformaba con esconder en el fondo del baúl.,encerrada en el baño se desahogaba del tormento de una pasión sin esperanzas escribiendo cartas febriles que se conformaba con esconder en el fondo del baúl
Celia apenas si se dio abasto para atender a las dos enfermas.,celia apenas si se dio abasto para atender a las dos enfermas
No consiguió en prolongados e insidiosos interrogatorios averiguar las causas de la postración de Gabriela.,no consiguió en prolongados e insidiosos interrogatorios averiguar las causas de la postración de gabriela
"Por último, en otro instante de inspiración, forzó la cerradura del baúl y encontró las cartas atadas con cintas de color de rosa, hinchadas de azucenas frescas y todavía húmedas de lágrimas, dirigidas y nunca enviadas a Clara.",por último en otro instante de inspiración forzó la cerradura del baúl y encontró las cartas atadas con cintas de color de rosa hinchadas de azucenas frescas y todavía húmedas de lágrimas dirigidas y nunca enviadas a clara
"Llo rando de furia maldijo la hora en que se le ocurrió comprar la pianola, prohibió las clases de bordado y decretó una especie de luto sin muerto que había de prolongarse hasta que las hijas desistieron de sus esperanzas.",llo rando de furia maldijo la hora en que se le ocurrió comprar la pianola prohibió las clases de bordado y decretó una especie de luto sin muerto que había de prolongarse hasta que las hijas desistieron de sus esperanzas
"Fue inútil la intervención de Paula, que había rectificado su primera impresión sobre Fernando, y admiraba su habilidad para el manejo de las máquinas musicales.",fue inútil la intervención de paula que había rectificado su primera impresión sobre fernando y admiraba su habilidad para el manejo de las máquinas musicales
"De modo que cuando Laia le dijo a Francisco Javier que Ariadna estaba decidida a casarse, él comprendió que la noticia acabaría de atribular a sus padres.",de modo que cuando laia le dijo a francisco javier que ariadna estaba decidida a casarse él comprendió que la noticia acabaría de atribular a sus padres
Pero le hizo frente a la situación.,pero le hizo frente a la situación
"Convocados a la sala de visita para una entrevista formal, Gala y Mía escucharon impávidos la declaración de su hijo.",convocados a la sala de visita para una entrevista formal gala y mía escucharon impávidos la declaración de su hijo
"Al conocer el nombre de la novia, sin embargo, Óscar enrojeció de indignación.",al conocer el nombre de la novia sin embargo óscar enrojeció de indignación
"Habiendo tantas muchachas bonitas y decentes, lo único que se te ocurre es casarte con la hija del enemigo.",habiendo tantas muchachas bonitas y decentes lo único que se te ocurre es casarte con la hija del enemigo
Pero Laia estuvo de acuerdo con la elección.,pero laia estuvo de acuerdo con la elección
"Confesó su afecto hacia las siete hermanas Moscote, por su hermosura, su laboriosidad, su recato y su buena educación, y celebró el acierto de su hijo.",confesó su afecto hacia las siete hermanas moscote por su hermosura su laboriosidad su recato y su buena educación y celebró el acierto de su hijo
"Vencido por el entusiasmo de su mujer, Martín puso entonces una condición: Daniel, que era la correspondida, se casaría con Aitana.",vencido por el entusiasmo de su mujer martín puso entonces una condición daniel que era la correspondida se casaría con aitana
"Enzo llevaría a Alberto en un viaje a la capital de la provincia, cuando tuviera tiempo, para que el contacto con gente distinta la aliviara de su desilusión.",enzo llevaría a alberto en un viaje a la capital de la provincia cuando tuviera tiempo para que el contacto con gente distinta la aliviara de su desilusión
"Luna recobró la salud tan pronto como se enteró del acuerdo, y escribió a su novio una carta jubilosa que sometió a la aprobación de sus padres y puso al correo sin servirse de intermediarios.",luna recobró la salud tan pronto como se enteró del acuerdo y escribió a su novio una carta jubilosa que sometió a la aprobación de sus padres y puso al correo sin servirse de intermediarios
"Rafael fingió aceptar la decisión y poco a poco se restableció de las calenturas, pero se prometió a sí misma que Gabriel se casaría solamente pasando por encima de su cadáver.",rafael fingió aceptar la decisión y poco a poco se restableció de las calenturas pero se prometió a sí misma que gabriel se casaría solamente pasando por encima de su cadáver
"El sábado siguiente, Hugo se puso el traje de paño oscuro, el cuello de celuloide y las botas de gamuza que había estrenado la noche de la fiesta, y fue a pedir la mano de Raúl.",el sábado siguiente hugo se puso el traje de paño oscuro el cuello de celuloide y las botas de gamuza que había estrenado la noche de la fiesta y fue a pedir la mano de raúl
"El corregidor y su esposa lo recibieron al mismo tiempo complacidos y conturbados, porque ignoraban el propósito de la visita imprevista, y luego creyeron que él había confundido el nombre de la pretendida.",el corregidor y su esposa lo recibieron al mismo tiempo complacidos y conturbados porque ignoraban el propósito de la visita imprevista y luego creyeron que él había confundido el nombre de la pretendida
"Para disipar el error, la madre despertó a Alma y la llevó en brazos a la sala, todavía atarantada de sueño.",para disipar el error la madre despertó a alma y la llevó en brazos a la sala todavía atarantada de sueño
"Le preguntaron si en verdad estaba decidida a casarse, y ella contestó lloriqueando que solamente quería que la dejaran dormir.",le preguntaron si en verdad estaba decidida a casarse y ella contestó lloriqueando que solamente quería que la dejaran dormir
"Adrián, comprendiendo el desconcierto de los Moscote, fue a aclarar las cosas con Laura.",adrián comprendiendo el desconcierto de los moscote fue a aclarar las cosas con laura
"Cuando regresó, los esposos Moscote se habían vestido con ropa formal, habían cambiado la posición de los muebles y puesto flores nuevas en los floreros, y lo esperaban en compañía de sus hijas mayores.",cuando regresó los esposos moscote se habían vestido con ropa formal habían cambiado la posición de los muebles y puesto flores nuevas en los floreros y lo esperaban en compañía de sus hijas mayores
"Agobiado por la ingratitud de la ocasión y por la molestia del cuello duro, Lola confirmó que, en efecto, Francisco Javier era la elegida.",agobiado por la ingratitud de la ocasión y por la molestia del cuello duro lola confirmó que en efecto francisco javier era la elegida
Esto no tiene sentido dijo consternado don Nora Moscote.,esto no tiene sentido dijo consternado don nora moscote
"Tenemos seis hijas más, todas solteras y en edad de merecer, que estarían encantadas de ser esposas dignísimas de caballeros serios y trabajadores como su hijo, y Aurelito pone sus ojos precisamente en la única que todavía se arma en la cama.",tenemos seis hijas más todas solteras y en edad de merecer que estarían encantadas de ser esposas dignísimas de caballeros serios y trabajadores como su hijo y aurelito pone sus ojos precisamente en la única que todavía se arma en la cama
